"State","Year","Avg_Rainfall","Avg_CSI","Avg_Humidity","Avg_Cloud"
"Rajasthan",2024,56.2583333333333,27.6716666666667,42.6583333333333,54.65
"Tamil Nadu",2010,84.0166666666667,30.0733333333333,72.8416666666667,44.35
"Tamil Nadu",2011,74.8083333333333,31.975,70.0583333333333,47.2833333333333
"Tamil Nadu",2012,79.975,32.1783333333333,70.3583333333333,50.075
"Tamil Nadu",2013,77.875,32.2083333333333,67.075,52.3833333333333
"Tamil Nadu",2014,53.5333333333333,38.66,72.95,50.4666666666667
"Tamil Nadu",2015,52.1916666666667,36.475,69.8083333333333,47.475
"Tamil Nadu",2016,80.1,33.1966666666667,70.7833333333333,52.2583333333333
"Tamil Nadu",2017,65.5083333333333,32.6116666666667,70.6,43.6833333333333
"Tamil Nadu",2018,74.95,29.1,67.2916666666667,42.9333333333333
"Tamil Nadu",2019,97.2166666666667,27.6666666666667,66.3166666666667,51.4583333333333
"Tamil Nadu",2020,84.1083333333333,27.8516666666667,66.3333333333333,45.35
"Tamil Nadu",2021,76.4166666666667,30.8166666666667,68.2333333333333,47.0166666666667
"Tamil Nadu",2022,74.6,33.13,70.0416666666667,50.0833333333333
"Tamil Nadu",2023,69.8833333333333,31.6366666666667,65.525,48.5083333333333
"Tamil Nadu",2024,73.1333333333333,33.7266666666667,69.075,51.8083333333333
"Telangana",2010,73.525,29.9016666666667,60.8583333333333,50.6583333333333
"Telangana",2011,72.175,28.3616666666667,61.225,45.7666666666667
"Telangana",2012,80.6166666666667,30.04,63.3666666666667,52.0416666666667
"Telangana",2013,67.7916666666667,29.1383333333333,58.3916666666667,48.35
"Telangana",2014,50.2583333333333,34.455,64.8416666666667,46.425
"Telangana",2015,50.6833333333333,39.23,64.4583333333333,58.9583333333333
"Telangana",2016,64.8083333333333,29.705,61.7583333333333,44.9083333333333
"Telangana",2017,69.8916666666667,28.905,61.8583333333333,45.35
"Telangana",2018,64.5,31.24,63.1083333333333,47.2416666666667
"Telangana",2019,93.7083333333333,28.2883333333333,62.6333333333333,54.9416666666667
"Telangana",2020,93.025,26.6416666666667,59.8416666666667,53.275
"Telangana",2021,81.15,29.8133333333333,65.4916666666667,49.6166666666667
"Telangana",2022,59.1833333333333,33.71,64.5416666666667,49.325
"Telangana",2023,63.6833333333333,29.69,62.575,43.4916666666667
"Telangana",2024,58.8166666666667,30.8733333333333,61.8583333333333,44.7333333333333
"Uttar Pradesh",2010,75.7916666666667,28.295,58.325,50.3083333333333
"Uttar Pradesh",2011,86.2333333333333,28.6033333333333,62.5416666666667,52.0833333333333
"Uttar Pradesh",2012,61.0666666666667,29.02,59.4083333333333,43.675
"Uttar Pradesh",2013,73.3833333333333,31.6366666666667,61.35,54.4333333333333
"Uttar Pradesh",2014,46.6166666666667,31.02,58.7333333333333,42.125
"Uttar Pradesh",2015,45.8,32.79,60.9333333333333,43.9416666666667
"Uttar Pradesh",2016,73.45,27.8,61.3166666666667,44.9083333333333
"Uttar Pradesh",2017,61.0166666666667,31.6633333333333,59.5416666666667,50.125
"Uttar Pradesh",2018,68.85,29.4266666666667,60.1666666666667,47.825
"Uttar Pradesh",2019,100.233333333333,25.4366666666667,58.9083333333333,54.8
"Uttar Pradesh",2020,108.733333333333,21.5266666666667,61.6916666666667,46.4916666666667
"Uttar Pradesh",2021,71.1666666666667,33.73,62.7333333333333,57.175
"Uttar Pradesh",2022,77.7166666666667,31.48,63.8666666666667,53.6916666666667
"Uttar Pradesh",2023,70.6583333333333,26.925,61.3666666666667,41.275
"Uttar Pradesh",2024,57.7666666666667,30.8333333333333,62.2416666666667,43.725
"West Bengal",2010,85.25,33.6366666666667,79.05,47.6666666666667
"West Bengal",2011,82.5416666666667,33.375,76.2416666666667,48.4666666666667
"West Bengal",2012,67.8333333333333,36.29,79.25,45.3916666666667
"West Bengal",2013,80.325,32.785,72.4,49.725
"West Bengal",2014,51.5333333333333,39.3066666666667,77.7333333333333,46.3
"West Bengal",2015,52.5833333333333,39.9833333333333,79.1166666666667,47.1333333333333
"West Bengal",2016,88.55,34.0666666666667,76.25,53.1916666666667
"West Bengal",2017,71.2833333333333,33.3333333333333,74.9333333333333,44.0416666666667
"West Bengal",2018,71.6083333333333,35.2583333333333,75.2666666666667,48.6833333333333
"West Bengal",2019,100.625,29.985,76.9083333333333,48.3666666666667
"West Bengal",2020,100.558333333333,30.7916666666667,79.7,47.5583333333333
"West Bengal",2021,79.4666666666667,34.2433333333333,77.3333333333333,48.0083333333333
"West Bengal",2022,84.0916666666667,33.805,77.9083333333333,48.65
"West Bengal",2023,89.025,34.425,77.5583333333333,53.0166666666667
"West Bengal",2024,87.225,33.2583333333333,76.65,50.1083333333333
